Crime_ID,City,Date,Time,Crime_Type,Location,Latitude,Longitude,Crime_Severity,Police_Response_Time_Minutes,Resolved,Suspect_Arrested,Ride_ID,Ride_Date,Ride_Time,Pickup_Location,Drop_Location,Ride_Duration_Minutes,Distance_KM,Ride_Fare_INR,Ride_Surge_Pricing_Factor,Driver_Rating,Ride_Cancellation_Status,Weather_Temperature_C,Weather_Rainfall_mm,Weather_Visibility_KM,Weather_Humidity_%,Weather_Wind_Speed_KMH,Weather_Condition,Traffic_Congestion_Level,Traffic_Avg_Speed_KMH,Road_Accidents_Reported,Nearby_CCTV_Cameras,Uber_Ola_Route_Overlap,Public_Complaints,Time_of_Day,Passenger_Gender,Num_Police_Stations_Nearby
3469,Delhi,11-01-2023,04:53,Theft,Andheri,27.84836092,77.57791727,2,31,1,1,28748,13-06-2023,23:50,Karol Bagh,Lajpat Nagar,108,8.255871721,531.3067358,1.2,1.8,Completed,40.92551209,30,8.62931497,52,39,Cloudy,9,54.50671181,4,4,0,1,Evening,Male,4
3470,Delhi,22-11-2023,04:20,Fraud,Lajpat Nagar,21.27793307,72.04772509,7,27,1,0,38975,15-02-2023,04:24,Connaught Place,Saket,101,2.775674725,1305.249363,1.2,4.3,Completed,,20,2.160070673,50,27,Sunny,5,7.015789981,3,1,0,5,Morning,Male,3
3471,Mumbai,04-04-2023,16:36,Theft,Colaba,22.6950523,77.53133091,3,25,0,1,86524,25-04-2023,10:34,Karol Bagh,Colaba,109,12.76785451,951.9002223,2,1.7,Completed,13.13961855,5,6.659087909,87,35,Foggy,7,22.82455758,3,2,1,8,Evening,Other,0
3472,Delhi,06-12-2023,06:31,Fraud,Saket,20.47662261,72.3263218,7,48,1,1,47594,13-11-2024,15:20,Saket,Andheri,50,26.76238965,942.3074186,2,2.2,Completed,43.73140388,20,6.205077077,42,19,Sunny,4,53.18116067,2,1,1,8,Afternoon,Male,1
3473,Mumbai,17-07-2023,23:02,Harassment,Dwarka,19.81589893,73.59464194,3,36,1,1,13249,10-01-2024,01:13,Dadar,Connaught Place,35,16.14201352,780.8140898,1.2,3.3,Completed,29.71699945,0,9.220138106,64,19,Sunny,6,59.94469017,4,6,1,6,Evening,Other,0
3474,Mumbai,11-06-2023,20:34,Theft,Dadar,29.91388886,75.08992713,2,49,1,0,71929,03-08-2023,21:04,Connaught Place,Connaught Place,102,16.84613056,448.3693563,1.2,1.5,Completed,38.90625258,30,7.919676263,54,32,Sunny,1,44.76598983,2,2,1,0,Evening,Male,0
3475,Delhi,07-10-2023,10:43,Burglary,Andheri,26.21153346,74.87955413,4,31,1,1,39108,07-11-2023,00:19,Dadar,Connaught Place,15,21.36127327,492.0476469,1,3.5,Cancelled,26.4589874,30,7.85998815,84,46,Rainy,6,54.53672088,0,4,1,0,Evening,Male,0
3476,Delhi,04-07-2024,16:00,Assault,Saket,24.9630616,75.62825876,4,43,1,1,31541,04-10-2023,22:41,Connaught Place,Karol Bagh,40,18.08648329,177.7146556,2,4.8,Completed,25.24746477,10,3.585009935,22,32,Cloudy,3,5.88682983,0,0,1,1,Morning,Female,2
3477,Delhi,04-04-2023,12:41,Burglary,Andheri,27.4204835,74.87667737,3,57,1,0,54661,02-05-2024,18:28,Karol Bagh,Andheri,72,3.525345893,403.399374,1.5,3.8,Completed,41.90634159,5,1.681938904,29,16,Rainy,8,47.44610946,2,3,0,8,Evening,Female,1
3478,Delhi,06-06-2024,05:43,Assault,Juhu,28.24084876,77.60625408,9,37,1,1,29423,04-01-2024,19:05,Andheri,Saket,21,17.7040835,452.8463748,1.5,4.3,Completed,44.64553994,30,4.006028673,47,48,Foggy,8,30.38941551,0,5,0,1,Afternoon,Other,3
3479,Mumbai,21-07-2023,20:50,Theft,Dwarka,27.87386245,73.44329309,6,58,1,1,96330,07-12-2023,08:00,Dwarka,Lajpat Nagar,20,20.14284782,135.1171643,1.2,2.8,Completed,31.64861583,10,2.48010606,99,29,Sunny,7,42.97381854,0,9,1,6,Morning,Other,3
3480,Mumbai,13-01-2024,07:23,Theft,Lajpat Nagar,19.18193394,73.64414816,5,45,1,1,68851,25-01-2023,15:58,Colaba,Bandra,34,19.96468178,209.9563682,1.5,2.5,Completed,42.13659192,30,7.413154156,23,36,Rainy,8,28.64780849,2,3,1,2,Night,Female,3
3481,Mumbai,08-08-2023,01:44,Assault,Bandra,21.05488688,77.52442761,6,44,1,1,37744,26-05-2023,15:04,Bandra,Juhu,43,22.39363645,441.8668334,1.2,2.3,Completed,40.19515133,0,4.863512589,76,41,Cloudy,3,36.31202366,0,6,0,9,Morning,Female,4
3482,Delhi,27-11-2023,08:56,Harassment,Dadar,26.20395832,72.46043708,8,59,1,1,75552,12-10-2024,20:57,Saket,Andheri,48,16.55776776,1032.016159,1.5,3.6,Completed,29.0403461,30,2.706542928,87,9,Foggy,1,19.29994532,1,5,0,6,Morning,Male,1
3483,Delhi,20-11-2024,00:42,Fraud,Dadar,23.13335283,75.65736493,5,23,0,0,17083,16-01-2024,21:40,Juhu,Dadar,117,27.20164634,317.140737,1.2,3.1,Completed,42.93862931,0,6.750848756,42,35,Foggy,8,36.5752444,2,4,1,8,Afternoon,Male,2
3484,Delhi,03-01-2024,11:48,Burglary,Saket,29.80730916,76.09041571,4,35,1,1,47843,17-05-2023,05:55,Dadar,Bandra,73,14.99929718,806.6819198,1.2,2.9,Completed,17.35196568,20,1.156415255,42,35,Sunny,5,20.99491636,1,5,0,9,Afternoon,Other,2
3485,Mumbai,10-07-2023,12:24,Burglary,Colaba,26.31945272,75.03325034,7,4,0,1,39118,12-07-2024,16:01,Saket,Colaba,108,16.50922124,786.459735,1.5,1.4,Completed,40.96957731,0,9.219437044,69,44,Sunny,3,20.41378347,3,2,0,9,Evening,Female,4
3486,Delhi,23-02-2024,23:39,Burglary,Karol Bagh,29.522038,76.16539127,5,28,1,1,55334,16-12-2023,13:05,Bandra,Dadar,41,23.84856118,1259.355215,2,3.7,Completed,20.82747438,0,5.993974112,98,32,Foggy,8,22.99131413,1,1,0,9,Morning,Other,2
3487,Mumbai,04-05-2023,10:43,Theft,Connaught Place,21.2159113,73.03652788,4,42,0,1,86441,25-06-2024,21:36,Andheri,Connaught Place,111,25.33057932,933.2875178,1.2,3.9,Completed,11.06804437,0,4.879391825,96,17,Foggy,6,16.04211008,3,8,1,5,Afternoon,Male,1
3488,Delhi,23-11-2024,14:36,Burglary,Dadar,28.50352731,77.1157934,5,41,1,0,55661,23-06-2023,19:02,Dwarka,Dwarka,30,20.15412108,1379.648664,1.5,1.8,Completed,37.54806445,30,2.86650552,20,33,Foggy,1,17.25133832,4,9,0,2,Afternoon,Male,4
3489,Mumbai,25-11-2024,01:01,Fraud,Saket,22.53487536,72.84015414,4,42,0,0,75455,08-03-2024,15:53,Dadar,Andheri,96,5.538449955,960.7469855,2,4,Cancelled,42.5506131,5,5.70499068,43,44,Rainy,2,56.23384755,0,0,1,3,Morning,Other,3
3490,Mumbai,06-06-2023,21:07,Fraud,Andheri,29.88521289,74.40487467,8,13,1,1,65324,25-07-2023,08:25,Lajpat Nagar,Dwarka,87,11.29465864,86.99767481,1,4.5,Completed,17.58738703,0,3.228096893,63,32,Cloudy,4,29.99500912,4,2,1,7,Night,Female,0
3491,Delhi,16-11-2024,05:17,Assault,Andheri,20.73457539,72.45154561,8,1,1,1,68377,13-02-2023,12:56,Juhu,Connaught Place,25,2.564355466,603.1635042,1.2,1.7,Completed,28.69299556,10,4.248012676,84,40,Cloudy,9,38.77777682,0,6,0,3,Evening,Other,3
3492,Delhi,01-06-2023,17:11,Theft,Saket,24.67973801,75.27126647,1,12,0,0,52771,22-04-2023,22:26,Connaught Place,Andheri,96,10.27259463,1063.619565,1.2,2.8,Completed,36.22713437,30,8.941182266,64,17,Rainy,9,36.44727312,3,9,0,8,Afternoon,Male,0
3493,Mumbai,17-07-2024,23:21,Fraud,Bandra,27.72128987,76.01847484,3,43,1,1,74289,17-11-2024,19:48,Dadar,Karol Bagh,23,17.96684016,738.9267469,1,4.5,Completed,21.60682558,5,2.344357986,96,46,Foggy,2,19.59734807,2,4,1,6,Night,Male,1
3494,Mumbai,19-09-2023,11:17,Harassment,Karol Bagh,23.75906729,77.64732981,4,53,1,1,55156,21-02-2023,15:53,Andheri,Saket,104,24.5464607,658.1269112,1.2,2.9,Cancelled,15.14214237,5,3.806320113,57,40,Foggy,1,5.009818318,0,1,1,9,Night,Male,1
3495,Delhi,01-04-2023,08:11,Theft,Lajpat Nagar,24.14892466,76.43601718,2,40,1,1,16230,25-06-2023,21:17,Saket,Connaught Place,15,18.39819366,1023.741165,1,4.3,Completed,23.72861339,30,6.730501763,75,23,Foggy,1,10.73812831,1,8,0,1,Afternoon,Male,1
3496,Delhi,08-05-2023,16:25,Theft,Andheri,29.84991375,75.2466175,5,26,0,1,42649,07-01-2024,15:09,Colaba,Lajpat Nagar,23,3.11705036,,1.5,1.9,Completed,25.97995238,10,7.385368411,70,21,Rainy,2,50.69307249,3,6,1,4,Morning,Male,2
3497,Mumbai,20-04-2024,14:37,Fraud,Juhu,23.67838965,77.5957021,8,55,0,1,51429,02-04-2024,23:05,Dwarka,Andheri,73,9.254980876,1368.018146,1,1.3,Completed,35.97773252,20,1.591715416,49,45,Cloudy,4,11.01446242,1,2,1,8,Morning,Other,1
3498,Delhi,05-01-2023,12:12,Harassment,Dadar,25.64479311,74.87062103,2,46,0,1,74127,28-07-2024,14:07,Juhu,Connaught Place,6,18.18572708,649.0582214,2,1.2,Completed,16.9539352,30,9.394254273,24,46,Sunny,9,16.37207046,0,4,1,1,Afternoon,Other,4
3499,Mumbai,10-08-2024,04:22,Assault,Dadar,19.59993627,75.36723392,9,46,0,1,46045,01-01-2024,05:18,Connaught Place,Karol Bagh,29,21.8533362,965.2658258,1.5,4.9,Cancelled,38.52892679,5,0.757194096,88,18,Cloudy,8,55.20535271,3,0,1,7,Night,Other,2
3500,Mumbai,13-03-2023,19:18,Fraud,Saket,28.26431088,75.57659117,7,52,0,1,77160,20-10-2024,07:23,Connaught Place,Dadar,119,26.2607078,1474.383237,1,1.7,Completed,27.57626884,20,1.135530728,56,19,Sunny,3,49.42988288,1,8,1,9,Afternoon,Female,2
3501,Delhi,02-11-2023,05:40,Harassment,Karol Bagh,26.12984854,74.45987836,6,23,1,1,82785,20-07-2024,12:27,Colaba,Lajpat Nagar,94,29.09406605,1188.946333,2,4.5,Completed,41.63616807,5,7.739929751,99,35,Foggy,1,7.930094218,3,0,0,2,Afternoon,Male,2
3502,Delhi,20-12-2023,07:40,Theft,Lajpat Nagar,23.44422113,77.03089614,8,49,1,1,35811,22-07-2024,16:42,Connaught Place,Dadar,34,26.9700254,820.8535802,1,2.3,Completed,29.80250763,0,7.829011926,40,24,Rainy,6,40.38997168,3,4,0,0,Night,Female,2
3503,Delhi,11-12-2024,04:43,Harassment,Juhu,19.17786494,73.11105563,,22,1,0,92038,05-12-2023,07:50,Karol Bagh,Karol Bagh,21,15.08518363,1296.112003,2,1.2,Completed,25.63991036,20,6.827851112,89,7,Rainy,7,33.36254069,0,9,0,3,Morning,Female,3
3504,Delhi,11-05-2023,17:47,Theft,Karol Bagh,25.50835703,75.32905314,5,57,0,0,69227,23-04-2023,23:03,Juhu,Saket,89,22.91402631,862.6346918,1,2,Completed,20.03777762,30,5.455752009,89,43,Foggy,2,25.06984714,0,8,0,8,Night,Female,1
3505,Delhi,26-09-2023,18:54,Fraud,Karol Bagh,19.13923611,76.33339954,4,51,1,1,50071,01-01-2024,06:09,Bandra,Juhu,88,8.734778394,690.3974802,1.2,3,Cancelled,13.71848411,30,3.24205431,93,42,Cloudy,6,32.36749668,4,6,0,2,Morning,Male,3
3506,Mumbai,27-11-2024,08:50,Fraud,Juhu,19.01323975,77.42385703,8,52,1,1,50708,24-02-2024,11:48,Saket,Andheri,22,3.787262246,1316.50677,2,1.4,Cancelled,23.00961569,10,8.479842959,25,44,Foggy,8,13.30791277,2,8,0,1,Night,Other,4
3507,Mumbai,08-01-2024,12:53,Burglary,Dadar,25.77708418,77.30351038,1,56,1,0,85732,27-09-2024,06:24,Saket,Juhu,115,3.541932394,89.37526749,1.2,4.7,Completed,24.47681391,20,7.138172885,86,34,Foggy,1,57.5126514,0,5,1,1,Morning,Other,4
3508,Delhi,08-06-2024,07:55,Burglary,Juhu,21.07918774,75.05244174,,28,0,1,68131,19-01-2023,18:23,Dwarka,Karol Bagh,84,8.756559171,640.8258983,1.2,4.6,Completed,29.89004284,10,9.696482208,63,12,Rainy,8,14.43216243,2,5,0,1,Afternoon,Other,3
3509,Delhi,02-09-2023,06:34,Burglary,Saket,21.11076305,75.85896871,10,53,1,1,78011,09-02-2024,22:09,Bandra,Andheri,96,3.051150384,547.3390765,2,1.6,Cancelled,40.09479067,30,4.816007229,74,28,Cloudy,3,15.23510821,2,8,0,1,Morning,Other,4
3510,Delhi,23-11-2023,18:59,Fraud,Juhu,26.18598722,74.36542642,8,53,1,1,45535,14-09-2023,11:20,Karol Bagh,Dadar,80,25.80762759,1085.425144,1.2,3.9,Completed,26.23352485,10,4.970013593,71,25,Sunny,9,25.28640529,3,0,1,2,Evening,Other,3
3511,Mumbai,28-10-2023,03:21,Assault,Connaught Place,19.59066907,74.80906658,5,17,1,1,73801,06-04-2023,17:28,Dwarka,Dwarka,44,15.71778121,68.25001197,1.5,2.8,Completed,20.99995836,20,8.018191876,84,32,Rainy,8,16.6925438,0,2,1,3,Morning,Other,2
3512,Delhi,11-09-2024,12:10,Fraud,Saket,22.44746118,77.43759476,4,6,0,1,52387,07-05-2023,23:47,Dwarka,Juhu,10,24.70520114,1008.236094,1,4.9,Completed,40.56405142,30,9.933963558,71,27,Rainy,2,22.20673031,2,8,1,3,Evening,Other,2
3513,Delhi,21-08-2023,08:05,Harassment,Connaught Place,20.64375092,77.58422396,6,14,0,0,59394,11-07-2023,12:31,Andheri,Lajpat Nagar,92,28.31715175,552.2237921,2,1.2,Completed,35.68713133,5,9.015861639,50,12,Rainy,2,7.191779332,4,2,0,8,Morning,Female,0
3514,Mumbai,28-02-2023,21:43,Fraud,Lajpat Nagar,25.38194007,77.37248435,5,50,1,1,47848,10-05-2024,06:20,Saket,Dwarka,118,29.82942082,191.9453996,1.5,2.9,Cancelled,20.74603812,30,3.326047254,97,13,Sunny,6,38.78515216,1,3,1,0,Evening,Other,2
3515,Mumbai,07-02-2024,10:11,Fraud,Dwarka,26.2794167,72.83022517,3,17,1,0,54998,21-10-2023,23:00,Dwarka,Colaba,47,28.24059227,1471.479634,2,2.1,Completed,15.84309945,10,9.559365697,86,41,Sunny,9,18.26167275,2,3,0,4,Morning,Male,3
3516,Delhi,05-11-2023,17:48,Theft,Juhu,26.93249439,77.10050413,5,38,1,1,64616,15-04-2023,15:35,Andheri,Colaba,74,22.06359032,,1,3.9,Completed,20.18595918,10,2.380700298,99,18,Sunny,3,58.40375784,1,1,1,2,Afternoon,Female,4
3517,Delhi,03-03-2023,10:46,Theft,Saket,21.80754339,77.69018239,4,5,1,1,42355,24-10-2024,02:47,Dwarka,Karol Bagh,21,14.37543025,556.238397,2,1.4,Completed,14.32731657,30,4.503735929,97,46,Cloudy,2,11.28131451,4,0,1,8,Morning,Female,3
3518,Delhi,18-10-2023,15:11,Theft,Juhu,19.98174727,74.16749817,1,13,0,0,96642,16-10-2023,01:42,Juhu,Dadar,46,18.74357549,350.2175545,1,3.5,Completed,41.61957181,0,8.925929256,86,24,Foggy,3,9.253083371,1,3,0,8,Afternoon,Male,2
3519,Mumbai,17-04-2023,10:24,Fraud,Karol Bagh,19.86552023,75.11187774,1,48,1,0,38489,17-03-2023,15:11,Lajpat Nagar,Saket,23,24.8618983,1009.887236,1.5,4.8,Completed,31.41044049,0,3.47773503,25,35,Cloudy,6,14.58180282,4,7,1,5,Morning,Other,0
3520,Delhi,24-07-2023,05:36,Assault,Karol Bagh,23.68766703,76.67457153,7,53,1,0,56503,27-09-2024,16:44,Juhu,Andheri,115,27.13152614,1184.648655,2,2.8,Completed,40.22293911,0,3.846215036,28,16,Cloudy,4,34.83439535,0,2,1,3,Afternoon,Female,3
3521,Delhi,06-05-2024,05:25,Harassment,Bandra,29.4042885,75.37246883,4,9,1,1,18207,12-11-2023,07:41,Andheri,Juhu,116,28.78111712,1297.92921,1,2.8,Completed,38.71263052,5,9.950276945,31,23,Sunny,2,46.11184421,0,4,1,1,Evening,Male,3
3522,Delhi,14-04-2023,18:14,Harassment,Lajpat Nagar,21.39501938,77.96090113,1,44,0,0,47379,09-12-2024,19:19,Connaught Place,Karol Bagh,59,22.45695957,500.947416,1.2,3,Completed,15.36324535,5,4.784692621,85,40,Foggy,5,35.7481609,2,8,1,8,Afternoon,Other,2
3523,Mumbai,08-10-2023,22:14,Assault,Lajpat Nagar,21.82415761,74.73428019,6,42,0,1,65561,28-06-2024,14:53,Dwarka,Karol Bagh,96,17.11869938,810.6024177,1.2,2.7,Completed,25.50504428,5,9.500812651,83,28,Cloudy,8,52.32024005,3,7,1,2,Afternoon,Other,1
3524,Mumbai,19-05-2024,10:33,Assault,Andheri,20.10977682,76.28365627,1,26,1,1,16703,20-04-2023,12:17,Andheri,Dadar,33,29.11440787,1011.723556,1.5,2.8,Cancelled,44.02221878,30,3.103294974,62,12,Cloudy,5,37.64614229,0,7,0,1,Night,Other,2
3525,Delhi,07-11-2024,19:50,Harassment,Colaba,25.66127301,76.75554684,8,13,1,1,29166,14-10-2023,23:26,Andheri,Dwarka,117,28.84149893,962.8054139,1.5,2.9,Completed,18.18280058,30,5.25785346,79,26,Foggy,5,12.6217486,0,6,0,8,Night,Female,2
3526,Delhi,03-08-2024,21:23,Burglary,Connaught Place,26.47860161,74.96460249,9,19,1,1,66011,10-04-2023,23:43,Saket,Juhu,58,15.37147945,10882.39431,1.5,5,Completed,11.75836149,20,4.136060069,86,32,Sunny,6,15.21207378,0,8,1,9,Afternoon,Female,0
3527,Mumbai,13-07-2024,03:14,Theft,Lajpat Nagar,26.07224329,77.14190283,3,48,1,1,16163,14-04-2023,02:11,Dwarka,Andheri,75,20.16243493,1166.10459,1.2,1.5,Completed,22.11035517,0,5.85967581,96,44,Foggy,9,24.66895316,0,9,1,7,Night,Female,4
3528,Mumbai,15-08-2023,16:06,Theft,Connaught Place,28.47243267,75.27692755,7,17,1,1,60975,18-09-2024,21:24,Bandra,Karol Bagh,87,24.65948014,191.3363663,1,2.1,Completed,27.88310324,20,9.034868929,50,32,Rainy,1,55.60160004,4,4,0,9,Evening,Other,1
3529,Mumbai,20-09-2024,17:45,Harassment,Juhu,24.35068419,74.46990478,5,16,0,1,80459,23-09-2023,02:16,Lajpat Nagar,Lajpat Nagar,12,14.12621499,294.0509858,1.5,1.8,Completed,11.95571065,0,9.913350103,92,24,Foggy,2,30.30129044,2,7,0,9,Afternoon,Other,1
3530,Mumbai,27-03-2024,12:23,Assault,Dwarka,20.47902745,72.64694204,3,30,0,1,50970,13-04-2024,19:44,Saket,Connaught Place,12,25.22257355,1114.765522,1,3.2,Completed,24.93358209,10,5.260128199,59,39,Rainy,8,53.07834504,4,5,1,9,Afternoon,Male,4
3531,Mumbai,25-01-2024,11:01,Burglary,Andheri,22.18345644,74.36048146,,32,1,1,97059,08-03-2023,20:50,Dwarka,Dadar,73,5.12075323,741.1795242,1,1,Completed,18.86944332,20,2.162805964,91,27,Cloudy,8,9.106321976,0,0,0,5,Afternoon,Other,4
3532,Mumbai,28-07-2024,20:31,Harassment,Dadar,26.28672971,76.40361873,,14,1,1,84006,09-01-2023,19:13,Lajpat Nagar,Andheri,47,15.47224818,669.1989971,1.5,4.7,Completed,17.42412846,30,0.979528735,41,31,Foggy,5,42.76919751,4,3,1,6,Morning,Other,2
3533,Mumbai,20-05-2023,16:16,Theft,Karol Bagh,25.74434171,77.52771847,7,48,1,1,22620,09-07-2023,21:25,Andheri,Dwarka,102,15.51314997,710.3881814,1.5,3.1,Completed,19.23674965,10,2.015485701,99,10,Foggy,5,30.69710334,3,3,1,8,Night,Male,4
3534,Mumbai,24-09-2023,12:54,Fraud,Juhu,24.84103443,73.51007642,7,56,0,1,97586,17-06-2024,21:59,Dwarka,Connaught Place,54,21.17039757,589.4377195,1.2,4.6,Completed,13.68895614,20,7.591363306,54,22,Sunny,6,14.52004731,3,0,1,7,Night,Other,1
3535,Mumbai,13-05-2023,17:20,Assault,Saket,26.51260861,74.1314131,9,15,1,1,15520,14-07-2024,07:06,Lajpat Nagar,Juhu,89,5.259564285,907.0478932,1.5,2.4,Cancelled,12.68267493,10,6.146000403,84,41,Cloudy,8,9.487358892,0,7,1,5,Night,Other,0
3536,Delhi,15-05-2024,00:39,Fraud,Connaught Place,26.01129935,72.92376596,8,12,1,0,98841,14-09-2024,18:25,Andheri,Colaba,8,4.889892137,518.8220369,1.2,1.6,Completed,30.85459184,10,7.61348704,90,36,Rainy,4,22.34094545,2,7,0,0,Morning,Other,3
3537,Delhi,18-07-2024,10:48,Harassment,Colaba,28.69457378,76.14433737,4,37,1,1,70135,09-12-2024,05:55,Dadar,Dwarka,112,27.21665475,973.3823309,1.2,1.8,Completed,43.17407522,10,9.562743811,69,39,Rainy,4,50.13316095,1,6,0,7,Night,Male,4
3538,Delhi,11-02-2024,15:49,Theft,Juhu,25.44618015,77.76113058,5,11,1,1,64221,08-07-2023,14:21,Dwarka,Dwarka,40,10.504761,343.8238175,1,2.9,Completed,38.1659024,30,7.214841043,59,23,Sunny,1,40.23331697,2,1,0,2,Evening,Other,4
3539,Mumbai,16-12-2023,21:18,Burglary,Dadar,27.56461495,75.84571332,5,5,1,1,93026,05-02-2024,12:44,Dwarka,Bandra,9,11.15382659,1148.648925,1.2,1.2,Completed,39.18645285,10,7.886723149,94,29,Rainy,1,30.41511875,3,6,1,5,Afternoon,Female,1
3540,Delhi,07-03-2023,08:14,Fraud,Dadar,21.73577872,75.70245918,10,56,1,1,83759,08-07-2023,09:16,Andheri,Dadar,117,23.75212331,1183.319963,1,4.1,Completed,35.72785605,30,4.557874042,30,13,Rainy,7,51.50123799,3,2,0,1,Afternoon,Male,2
3541,Mumbai,28-01-2023,00:12,Burglary,Colaba,26.46000843,75.32093958,,56,1,0,89863,11-08-2023,07:37,Karol Bagh,Connaught Place,91,13.61745301,888.8551835,1.2,4.2,Completed,43.45939817,5,5.357563008,96,5,Rainy,5,14.9567482,2,9,0,7,Night,Female,0
3542,Mumbai,13-08-2024,09:40,Theft,Bandra,28.9241353,72.53073444,7,11,1,1,70469,19-03-2024,01:37,Andheri,Juhu,23,25.32186511,585.519021,1.5,3.8,Completed,43.26926679,10,8.321228417,60,10,Rainy,5,20.34562446,0,5,0,3,Morning,Other,1
3543,Delhi,24-07-2024,19:07,Fraud,Lajpat Nagar,23.24305561,76.37702296,7,34,1,1,35312,13-08-2024,10:04,Connaught Place,Bandra,46,13.24112447,70.87503119,2,4.6,Completed,37.24060891,0,6.57112691,23,22,Sunny,1,35.47392996,4,4,0,7,Afternoon,Male,0
3544,Mumbai,16-07-2024,21:57,Burglary,Karol Bagh,27.57014606,75.61229726,9,19,0,0,74106,09-02-2023,20:38,Saket,Juhu,114,23.29679345,226.2220851,1,3.2,Completed,35.05811905,30,5.587241932,22,41,Cloudy,2,37.42938002,3,8,1,6,Evening,Female,4
3545,Delhi,19-11-2024,16:52,Burglary,Lajpat Nagar,26.97268231,75.96886061,9,26,1,1,70376,10-09-2024,10:25,Karol Bagh,Dwarka,19,16.70867882,165.5461685,1.5,2.9,Completed,20.68478308,5,2.601385807,93,20,Sunny,3,22.65141844,3,9,0,7,Evening,Male,3
3546,Delhi,02-07-2023,18:04,Fraud,Dadar,19.65478817,77.39286656,4,26,1,1,46376,04-09-2023,12:13,Lajpat Nagar,Bandra,62,28.20318754,64.79728647,1,3.1,Completed,13.19082374,30,6.226912525,88,15,Foggy,5,32.7367883,1,0,0,1,Afternoon,Male,0
3547,Delhi,19-07-2023,03:58,Theft,Dadar,25.39659141,76.70376472,5,17,1,1,88733,25-12-2023,00:03,Dwarka,Dwarka,18,11.16689124,1097.218669,1.2,1.7,Completed,13.25037909,10,3.265617653,95,22,Sunny,2,11.59800951,4,4,0,6,Afternoon,Female,3
3548,Mumbai,25-04-2023,15:38,Burglary,Bandra,20.43208284,76.68549151,7,31,0,1,55100,26-05-2024,20:25,Saket,Juhu,52,12.15533666,1436.296802,1,3,Completed,35.76913766,30,6.107113086,53,49,Foggy,7,5.607650231,2,8,1,7,Evening,Other,1
3549,Delhi,25-05-2024,15:10,Harassment,Saket,29.64051089,77.56310261,10,19,1,0,45445,15-06-2023,06:24,Bandra,Juhu,76,29.15962245,66.19398468,2,3.2,Completed,10.99308513,20,4.906952612,95,26,Rainy,6,54.78023585,3,0,1,2,Night,Male,0
3550,Mumbai,23-09-2024,01:12,Fraud,Dwarka,27.92548253,77.93960971,7,44,0,1,75829,04-09-2023,04:45,Connaught Place,Connaught Place,77,22.65070274,213.4013726,1.5,4.1,Completed,38.57432371,20,1.466365082,72,49,Sunny,8,29.28268624,4,9,0,6,Morning,Male,1
3551,Delhi,23-11-2024,16:53,Assault,Juhu,20.20696181,75.48769639,10,20,0,1,60723,07-12-2024,03:50,Lajpat Nagar,Lajpat Nagar,108,23.63188548,1297.979996,1,2.4,Completed,22.82667572,0,8.642882041,57,17,Cloudy,1,17.70875459,2,6,1,6,Evening,Other,4
3552,Delhi,02-12-2024,22:21,Assault,Dadar,20.33927197,72.6532897,8,59,1,1,70392,03-02-2024,01:22,Saket,Bandra,79,10.28734897,1048.328262,2,1.4,Completed,16.72281887,30,6.022502814,98,47,Cloudy,8,23.14063643,4,9,1,2,Afternoon,Male,4
3553,Delhi,24-07-2024,18:15,Theft,Dadar,25.5392124,74.75477945,8,23,1,0,22454,13-09-2024,21:04,Karol Bagh,Dwarka,112,16.89724312,636.8300749,1.5,3.4,Completed,24.26559766,10,9.078005035,23,49,Cloudy,3,33.47103183,1,3,1,4,Afternoon,Male,0
3554,Mumbai,16-04-2023,08:50,Harassment,Colaba,22.79378092,76.72560688,2,25,1,0,92188,10-02-2023,12:16,Andheri,Karol Bagh,114,10.77914759,1489.55495,2,4.2,Completed,,10,9.306456465,94,13,Foggy,8,57.05496141,3,7,1,8,Evening,Female,3
3555,Mumbai,21-06-2023,01:05,Burglary,Lajpat Nagar,19.38396445,72.16635195,9,28,1,1,58321,28-01-2024,01:28,Bandra,Karol Bagh,86,9.276328832,881.7509456,1,4.9,Completed,19.62887149,20,5.417004097,93,37,Cloudy,6,44.6534738,3,6,0,9,Night,Male,1
3556,Mumbai,22-12-2023,11:13,Assault,Lajpat Nagar,24.95805659,72.34132463,4,37,0,1,98993,03-07-2023,16:29,Saket,Dadar,67,16.98675325,1020.918568,2,1.4,Completed,16.07664314,30,6.941484506,90,10,Foggy,3,57.15024676,1,7,1,5,Afternoon,Female,1
3557,Delhi,20-05-2023,12:19,Theft,Karol Bagh,23.2662961,72.40294669,1,12,1,1,35723,20-09-2023,23:51,Saket,Karol Bagh,59,29.65729748,997.1057319,1.2,4,Completed,35.8259497,10,9.006147657,92,33,Rainy,2,11.16401197,1,5,0,4,Afternoon,Male,2
3558,Delhi,05-11-2024,02:20,Harassment,Dadar,20.11184142,76.38621455,1,48,0,1,47945,24-07-2023,22:54,Juhu,Dadar,36,8.009434122,372.9173636,1,3.4,Completed,40.82384567,5,6.961471442,37,35,Foggy,5,14.80531362,0,1,1,3,Night,Female,1
3559,Mumbai,20-04-2024,09:29,Harassment,Connaught Place,27.82112431,75.00699977,5,1,1,1,76415,11-06-2023,20:03,Connaught Place,Karol Bagh,112,8.790556054,757.7803942,1.5,1.1,Completed,30.49406801,10,2.817393015,66,38,Rainy,1,24.96619797,2,9,0,7,Night,Other,0
